Name,Value,Timestamp,Step
"f_train__{k}",0.35962349886400513,1615466125157,1
"test__roc_auc",0.8482113866049218,1615466125894,1
"test__avg_precision",0.41473632108241115,1615466125894,1
"test__accuracy",0.88968,1615466125894,1
"test__precision",0.5067264573991032,1615466125894,1
"test__recall",0.2442363112391931,1615466125894,1
"test__f1",0.329606222654351,1615466125894,1
